dpi	Date	antibiotic plate	Pseudomonas strain	Code -80 label	for D36/DC3000 on leaf with:	OD6000 infiltrated 0dpi	Colony count 	dilution level 10^x 	R1 CFU/5 ul/ 3x4 mm	Pre-dilution factor	CFU/5 ul/ 3x4 mm no dilution	CFU/500ul/ 3x4mm discs	CFU/ml/ 3x4mm	CFU/ml/ 1cm^2					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	14	1	140.00	1	140	14000	28000	58333					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	4	2	200.00	1	200	20000	40000	83333					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	2	0	5.00	1	5	500	1000	2083					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	5	2	1000.00	1	1000	100000	200000	416667					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	10	2	900.00	1	900	90000	180000	375000					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	9	1	30.00	1	30	3000	6000	12500					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	3	3	9000.00	1	9000	900000	1800000	3750000					
2	17-4-2022	R	D36+HopN1	MM113	MM113_118	0.4	9	0	9.00	1	9	900	1800	3750					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	10	2	1000.00	1	1000	100000	200000	416667					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	18	2	1800.00	1	1800	180000	360000	750000					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	14	2	1400.00	1	1400	140000	280000	583333					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	11	2	1100.00	1	1100	110000	220000	458333					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	5	1	50.00	1	50	5000	10000	20833					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	23	2	2300.00	1	2300	230000	460000	958333					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	5	2	500.00	1	500	50000	100000	208333					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	6	2	600.00	1	600	60000	120000	250000					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	5	2	500.00	1	500	50000	100000	208333					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	7	2	700.00	1	700	70000	140000	291667					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	6	3	6000.00	1	6000	600000	1200000	2500000					
2	17-4-2022	R	D36+HopR1	MM118	MM113_118	0.4	7	1	70.00	1	70	7000	14000	29167					
0	28-4-2022	R	D36	MM0006	MM121_122	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
0	28-4-2022	R	D36	MM0006	MM121_122	0.400	8	3	8000	1	8000	800000	1600000	3333333					
0	28-4-2022	R	D36	MM0006	MM121_122	0.400	13	3	13000	1	13000	1300000	2600000	5416667					
0	28-4-2022	R	DC3000	MM0010	MM121_122	0.400	16	3	16000	1	16000	1600000	3200000	6666667					
0	28-4-2022	R	DC3000	MM0010	MM121_122	0.400	0	0	0	1	0	0	0	0					
0	28-4-2022	R	DC3000	MM0010	MM121_122	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
0	28-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
0	28-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	9	3	9000	1	9000	900000	1800000	3750000					
0	28-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	28-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	17	3	17000	1	17000	1700000	3400000	7083333					
0	28-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	4	3	4000	1	4000	400000	800000	1666667					
0	28-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
0	28-4-2022	R	D36	MM0006	MM123_124	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
0	28-4-2022	R	D36	MM0006	MM123_124	0.400	7	3	7000	1	7000	700000	1400000	2916667					
0	28-4-2022	R	D36	MM0006	MM123_124	0.400	7	3	7000	1	7000	700000	1400000	2916667					
0	28-4-2022	R	DC3000	MM0010	MM123_124	0.400	17	3	17000	1	17000	1700000	3400000	7083333					
0	28-4-2022	R	DC3000	MM0010	MM123_124	0.400	0	0	0	1	0	0	0	0					
0	28-4-2022	R	DC3000	MM0010	MM123_124	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
0	28-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	9	3	9000	1	9000	900000	1800000	3750000					
0	28-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	28-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	13	3	13000	1	13000	1300000	2600000	5416667					
0	28-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
0	28-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
0	28-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	11	2	1100	1	1100	110000	220000	458333					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	9	2	900	1	900	90000	180000	375000					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	33	1	330	1	330	33000	66000	137500					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	10	2	1000	1	1000	100000	200000	416667					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	20	3	20000	1	20000	2000000	4000000	8333333					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	10	2	1000	1	1000	100000	200000	416667					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36	MM0006	MM121_122	0.400	7	2	700	1	700	70000	140000	291667					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	9	3	9000	1	9000	900000	1800000	3750000					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	4	3	4000	1	4000	400000	800000	1666667					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	14	4	140000	1	140000	14000000	28000000	58333333					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	14	4	140000	1	140000	14000000	28000000	58333333					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	10	4	100000	1	100000	10000000	20000000	41666667					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	10	4	100000	1	100000	10000000	20000000	41666667					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	0	0	0	1	0	0	0	0					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	3	3	3000	1	3000	300000	600000	1250000					
2	30-4-2022	R	DC3000	MM0010	MM121_122	0.400	3	3	3000	1	3000	300000	600000	1250000					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	13	1	130	1	130	13000	26000	54167					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	22	1	220	1	220	22000	44000	91667					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	12	2	1200	1	1200	120000	240000	500000					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	9	2	900	1	900	90000	180000	375000					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	9	2	900	1	900	90000	180000	375000					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	17	0	17	1	17	1700	3400	7083					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	12	2	1200	1	1200	120000	240000	500000					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	10	1	100	1	100	10000	20000	41667					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	25	1	250	1	250	25000	50000	104167					
2	30-4-2022	R	D36+HopV1	MM0121	MM121_122	0.400	8	2	800	1	800	80000	160000	333333					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	7	2	700	1	700	70000	140000	291667					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	0	0	0	1	0	0	0	0					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	16	2	1600	1	1600	160000	320000	666667					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	14	2	1400	1	1400	140000	280000	583333					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	9	2	900	1	900	90000	180000	375000					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	11	1	110	1	110	11000	22000	45833					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	16	2	1600	1	1600	160000	320000	666667					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	6	0	6	1	6	600	1200	2500					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	12	2	1200	1	1200	120000	240000	500000					
2	30-4-2022	R	D36+HopY1	MM0122	MM121_122	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	4	2	400	1	400	40000	80000	166667					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	7	2	700	1	700	70000	140000	291667					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	12	2	1200	1	1200	120000	240000	500000					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	5	5	500000	1	500000	50000000	100000000	208333333					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	3	1	30	1	30	3000	6000	12500					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	34	1	340	1	340	34000	68000	141667					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	9	1	90	1	90	9000	18000	37500					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	7	2	700	1	700	70000	140000	291667					
2	30-4-2022	R	D36	MM0006	MM123_124	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	5	3	5000	1	5000	500000	1000000	2083333					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	6	3	6000	1	6000	600000	1200000	2500000					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	8	4	80000	1	80000	8000000	16000000	33333333					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	9	3	9000	1	9000	900000	1800000	3750000					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	5	4	50000	1	50000	5000000	10000000	20833333					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	5	4	50000	1	50000	5000000	10000000	20833333					
2	30-4-2022	R	DC3000	MM0010	MM123_124	0.400	6	3	6000	1	6000	600000	1200000	2500000					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	11	1	110	1	110	11000	22000	45833					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	11	2	1100	1	1100	110000	220000	458333					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	17	2	1700	1	1700	170000	340000	708333					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	9	1	90	1	90	9000	18000	37500					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	8	2	800	1	800	80000	160000	333333					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	6	1	60	1	60	6000	12000	25000					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	11	1	110	1	110	11000	22000	45833					
2	30-4-2022	R	D36+HopX1	MM0123	MM123_124	0.400	29	1	290	1	290	29000	58000	120833					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	9	1	90	1	90	9000	18000	37500					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	0	0	0	1	0	0	0	0					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	12	2	1200	1	1200	120000	240000	500000					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	3	2	300	1	300	30000	60000	125000					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	21	1	210	1	210	21000	42000	87500					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	13	2	1300	1	1300	130000	260000	541667					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	15	0	15	1	15	1500	3000	6250					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	4	2	400	1	400	40000	80000	166667					
2	30-4-2022	R	D36+HopAA1_1	MM0124	MM123_124	0.400	4	2	400	1	400	40000	80000	166667					
0	18-5-2022	R	D36	MM0006	MM125_126	0.400	8	3	8000	1	8000	800000	1600000	3333333					
0	18-5-2022	R	D36	MM0006	MM125_126	0.400	6	3	6000	1	6000	600000	1200000	2500000					
0	18-5-2022	R	D36	MM0006	MM125_126	0.400	24	2	2400	1	2400	240000	480000	1000000					
0	18-5-2022	R	DC3000	MM0010	MM125_126	0.400	5	3	5000	1	5000	500000	1000000	2083333					
0	18-5-2022	R	DC3000	MM0010	MM125_126	0.400	6	3	6000	1	6000	600000	1200000	2500000					
0	18-5-2022	R	DC3000	MM0010	MM125_126	0.400	3	3	3000	1	3000	300000	600000	1250000					
0	18-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	8	3	8000	1	8000	800000	1600000	3333333					
0	18-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	8	3	8000	1	8000	800000	1600000	3333333					
0	18-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	6	3	6000	1	6000	600000	1200000	2500000					
0	18-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	4	3	4000	1	4000	400000	800000	1666667					
0	18-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	9	3	9000	1	9000	900000	1800000	3750000					
0	18-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	7	3	7000	1	7000	700000	1400000	2916667					
0	18-5-2022	R	D36	MM0006	MM127_128	0.400	6	3	6000	1	6000	600000	1200000	2500000					
0	18-5-2022	R	D36	MM0006	MM127_128	0.400	4	3	4000	1	4000	400000	800000	1666667					
0	18-5-2022	R	D36	MM0006	MM127_128	0.400	8	3	8000	1	8000	800000	1600000	3333333					
0	18-5-2022	R	DC3000	MM0010	MM127_128	0.400	0	3	0	1	0	0	0	0					
0	18-5-2022	R	DC3000	MM0010	MM127_128	0.400	9	3	9000	1	9000	900000	1800000	3750000					
0	18-5-2022	R	DC3000	MM0010	MM127_128	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	18-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	6	3	6000	1	6000	600000	1200000	2500000					
0	18-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
0	18-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	18	3	18000	1	18000	1800000	3600000	7500000					
0	18-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	7	3	7000	1	7000	700000	1400000	2916667					
0	18-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	18-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	18	3	18000	1	18000	1800000	3600000	7500000					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	4	1	40	1	40	4000	8000	16667					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	5	1	50	1	50	5000	10000	20833					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	7	2	700	1	700	70000	140000	291667					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	6	2	600	1	600	60000	120000	250000					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	9	2	900	1	900	90000	180000	375000					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	16	1	160	1	160	16000	32000	66667					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	9	1	90	1	90	9000	18000	37500					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	16	0	16	1	16	1600	3200	6667					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	4	2	400	1	400	40000	80000	166667					
2	20-5-2022	R	D36	MM0006	MM125_126	0.400	11	0	11	1	11	1100	2200	4583					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	20	0	20	1	20	2000	4000	8333					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	16	3	16000	1	16000	1600000	3200000	6666667					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	4	1	40	1	40	4000	8000	16667					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	6	2	600	1	600	60000	120000	250000					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	7	2	700	1	700	70000	140000	291667					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	15	2	1500	1	1500	150000	300000	625000					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	25	1	250	1	250	25000	50000	104167					
2	20-5-2022	R	DC3000	MM0010	MM125_126	0.400	18	2	1800	1	1800	180000	360000	750000					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	5	1	50	1	50	5000	10000	20833					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	4	1	40	1	40	4000	8000	16667					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	13	1	130	1	130	13000	26000	54167					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	5	1	50	1	50	5000	10000	20833					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	24	1	240	1	240	24000	48000	100000					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	14	1	140	1	140	14000	28000	58333					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	0	0	0	1	0	0	0	0					
2	20-5-2022	R	D36+HopAA1_2	MM0125	MM125_126	0.400	11	1	110	1	110	11000	22000	45833					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	4	1	40	1	40	4000	8000	16667					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	11	1	110	1	110	11000	22000	45833					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	7	1	70	1	70	7000	14000	29167					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	7	2	700	1	700	70000	140000	291667					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	6	2	600	1	600	60000	120000	250000					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	2	0	2	1	2	200	400	833					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	12	0	12	1	12	1200	2400	5000					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	14	1	140	1	140	14000	28000	58333					
2	20-5-2022	R	D36+AvrPtoB	MM0126	MM125_126	0.400	16	0	16	1	16	1600	3200	6667					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	16	1	160	1	160	16000	32000	66667					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	23	1	230	1	230	23000	46000	95833					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	6	2	600	1	600	60000	120000	250000					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	18	1	180	1	180	18000	36000	75000					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	10	1	100	1	100	10000	20000	41667					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	7	0	7	1	7	700	1400	2917					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	13	1	130	1	130	13000	26000	54167					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	19	1	190	1	190	19000	38000	79167					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	15	1	150	1	150	15000	30000	62500					
2	20-5-2022	R	D36	MM0006	MM127_128	0.400	3	0	3	1	3	300	600	1250					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	4	3	4000	1	4000	400000	800000	1666667					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	21	3	21000	1	21000	2100000	4200000	8750000					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	19	3	19000	1	19000	1900000	3800000	7916667					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	5	3	5000	1	5000	500000	1000000	2083333					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	3	3	3000	1	3000	300000	600000	1250000					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	4	1	40	1	40	4000	8000	16667					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	6	3	6000	1	6000	600000	1200000	2500000					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	9	2	900	1	900	90000	180000	375000					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	7	3	7000	1	7000	700000	1400000	2916667					
2	20-5-2022	R	DC3000	MM0010	MM127_128	0.400	4	3	4000	1	4000	400000	800000	1666667					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	7	1	70	1	70	7000	14000	29167					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	21	1	210	1	210	21000	42000	87500					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	31	1	310	1	310	31000	62000	129167					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	5	1	50	1	50	5000	10000	20833					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	4	2	400	1	400	40000	80000	166667					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	16	1	160	1	160	16000	32000	66667					
2	20-5-2022	R	D36+HopAF1	MM0127	MM127_128	0.400	6	1	60	1	60	6000	12000	25000					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	6	1	60	1	60	6000	12000	25000					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	18	1	180	1	180	18000	36000	75000					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	3	2	300	1	300	30000	60000	125000					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	19	1	190	1	190	19000	38000	79167					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	5	2	500	1	500	50000	100000	208333					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	3	1	30	1	30	3000	6000	12500					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	14	1	140	1	140	14000	28000	58333					
2	20-5-2022	R	D36+HopAM1	MM0128	MM127_128	0.400	3	1	30	1	30	3000	6000	12500					
0	1-6-2022	R	D36	MM0006	MM119_120	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	1-6-2022	R	D36	MM0006	MM119_120	0.400	20	3	20000	1	20000	2000000	4000000	8333333					
0	1-6-2022	R	D36	MM0006	MM119_120	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	1-6-2022	R	DC3000	MM0010	MM119_120	0.400	17	3	17000	1	17000	1700000	3400000	7083333					
0	1-6-2022	R	DC3000	MM0010	MM119_120	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
0	1-6-2022	R	DC3000	MM0010	MM119_120	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
0	1-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	1-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	19	3	19000	1	19000	1900000	3800000	7916667					
0	1-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	22	3	22000	1	22000	2200000	4400000	9166667					
0	1-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	66	2	6600	1	6600	660000	1320000	2750000					
0	1-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	103	2	10300	1	10300	1030000	2060000	4291667					
0	1-6-2022	R	D36	MM0006	MM129_130	0.400	17	3	17000	1	17000	1700000	3400000	7083333					
0	1-6-2022	R	D36	MM0006	MM129_130	0.400	19	3	19000	1	19000	1900000	3800000	7916667					
0	1-6-2022	R	D36	MM0006	MM129_130	0.400	17	3	17000	1	17000	1700000	3400000	7083333					
0	1-6-2022	R	DC3000	MM0010	MM129_130	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	1-6-2022	R	DC3000	MM0010	MM129_130	0.400	22	3	22000	1	22000	2200000	4400000	9166667					
0	1-6-2022	R	DC3000	MM0010	MM129_130	0.400	21	3	21000	1	21000	2100000	4200000	8750000					
0	1-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	25	3	25000	1	25000	2500000	5000000	10416667					
0	1-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	21	3	21000	1	21000	2100000	4200000	8750000					
0	1-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	19	3	19000	1	19000	1900000	3800000	7916667					
0	1-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	1-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
0	1-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	24	3	24000	1	24000	2400000	4800000	10000000					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	10	2	1000	1	1000	100000	200000	416667					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	14	2	1400	1	1400	140000	280000	583333					
