dpi	Date	antibiotic plate	Pseudomonas strain	Code -80 label	for D36/DC3000 on leaf with:	OD6000 infiltrated 0dpi	Colony count 	dilution level 10^x 	R1 CFU/5 ul/ 3x4 mm	Pre-dilution factor	CFU/5 ul/ 3x4 mm no dilution	CFU/500ul/ 3x4mm discs	CFU/ml/ 3x4mm	CFU/ml/ 1cm^2					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	7	2	700	1	700	70000	140000	291667					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	14	1	140	1	140	14000	28000	58333					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	8	2	800	1	800	80000	160000	333333					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	10	2	1000	1	1000	100000	200000	416667					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	9	2	900	1	900	90000	180000	375000					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	4	2	400	1	400	40000	80000	166667					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	13	2	1300	1	1300	130000	260000	541667					
2	3-6-2022	R	D36	MM0006	MM119_120	0.400	25	1	250	1	250	25000	50000	104167					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	4	3	4000	1	4000	400000	800000	1666667					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	7	4	70000	1	70000	7000000	14000000	29166667					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	23	3	23000	1	23000	2300000	4600000	9583333					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	16	3	16000	1	16000	1600000	3200000	6666667					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	11	4	110000	1	110000	11000000	22000000	45833333					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	12	4	120000	1	120000	12000000	24000000	50000000					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	8	3	8000	1	8000	800000	1600000	3333333					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	17	2	1700	1	1700	170000	340000	708333					
2	3-6-2022	R	DC3000	MM0010	MM119_120	0.400	3	3	3000	1	3000	300000	600000	1250000					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	14	1	140	1	140	14000	28000	58333					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	31	2	3100	1	3100	310000	620000	1291667					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	25	1	250	1	250	25000	50000	104167					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	28	1	280	1	280	28000	56000	116667					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	9	2	900	1	900	90000	180000	375000					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	18	2	1800	1	1800	180000	360000	750000					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	7	2	700	1	700	70000	140000	291667					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	28	1	280	1	280	28000	56000	116667					
2	3-6-2022	R	D36+HopT1-1	MM119	MM119_120	0.400	7	2	700	1	700	70000	140000	291667					
2	3-6-2022	R	D36+HopT1-1	MM120	MM119_121	0.400	6	2	600	1	600	60000	120000	250000					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	20	1	200	1	200	20000	40000	83333					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	14	0	14	1	14	1400	2800	5833					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	21	1	210	1	210	21000	42000	87500					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	6	1	60	1	60	6000	12000	25000					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	4	0	4	1	4	400	800	1667					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	34	1	340	1	340	34000	68000	141667					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	9	0	9	1	9	900	1800	3750					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	5	1	50	1	50	5000	10000	20833					
2	3-6-2022	R	D36+HopU1	MM120	MM119_120	0.400	0	0	0	1	0	0	0	0					
2	3-6-2022	R	D36+HopU1	MM121	MM119_121	0.400	18	1	180	1	180	18000	36000	75000					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	11	1	110	1	110	11000	22000	45833					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	16	2	1600	1	1600	160000	320000	666667					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	4	2	400	1	400	40000	80000	166667					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	12	1	120	1	120	12000	24000	50000					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	11	2	1100	1	1100	110000	220000	458333					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	12	2	1200	1	1200	120000	240000	500000					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	6	2	600	1	600	60000	120000	250000					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	9	1	90	1	90	9000	18000	37500					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	13	1	130	1	130	13000	26000	54167					
2	3-6-2022	R	D36	MM0006	MM129_130	0.400	6	1	60	1	60	6000	12000	25000					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	5	4	50000	1	50000	5000000	10000000	20833333					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	10	4	100000	1	100000	10000000	20000000	41666667					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	8	4	80000	1	80000	8000000	16000000	33333333					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	6	4	60000	1	60000	6000000	12000000	25000000					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	7	5	700000	1	700000	70000000	140000000	291666667					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	11	5	1100000	1	1100000	110000000	220000000	458333333					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	6	4	60000	1	60000	6000000	12000000	25000000					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	6	3	6000	1	6000	600000	1200000	2500000					
2	3-6-2022	R	DC3000	MM0010	MM129_130	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	11	2	1100	1	1100	110000	220000	458333					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	13	2	1300	1	1300	130000	260000	541667					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	13	2	1300	1	1300	130000	260000	541667					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	18	2	1800	1	1800	180000	360000	750000					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	30	2	3000	1	3000	300000	600000	1250000					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	16	2	1600	1	1600	160000	320000	666667					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	25	2	2500	1	2500	250000	500000	1041667					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	13	2	1300	1	1300	130000	260000	541667					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	14	1	140	1	140	14000	28000	58333					
2	3-6-2022	R	D36+HopAO1	MM129	MM129_130	0.400	14	1	140	1	140	14000	28000	58333					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	10	1	100	1	100	10000	20000	41667					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	16	2	1600	1	1600	160000	320000	666667					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	16	2	1600	1	1600	160000	320000	666667					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	6	2	600	1	600	60000	120000	250000					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	5	2	500	1	500	50000	100000	208333					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	0	0	0	1	0	0	0	0					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	3	3	3000	1	3000	300000	600000	1250000					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	41	1	410	1	410	41000	82000	170833					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	7	3	7000	1	7000	700000	1400000	2916667					
2	3-6-2022	R	D36+HopAD1	MM130	MM129_130	0.400	4	3	4000	1	4000	400000	800000	1666667					
0	22-6-2022	R	D36	MM0006	MM116_117	0.400	23	3	23000	1	23000	2300000	4600000	9583333					
0	22-6-2022	R	D36	MM0006	MM116_117	0.400	21	3	21000	1	21000	2100000	4200000	8750000					
0	22-6-2022	R	D36	MM0006	MM116_117	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
0	22-6-2022	R	DC3000	MM0010	MM116_117	0.400	20	3	20000	1	20000	2000000	4000000	8333333					
0	22-6-2022	R	DC3000	MM0010	MM116_117	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
0	22-6-2022	R	DC3000	MM0010	MM116_117	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
0	22-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	23	3	23000	1	23000	2300000	4600000	9583333					
0	22-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	27	3	27000	1	27000	2700000	5400000	11250000					
0	22-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	12	3	12000	1	12000	1200000	2400000	5000000					
0	22-6-2022	R	D36+HopU1	MM117	MM116_117	0.400	16	3	16000	1	16000	1600000	3200000	6666667					
0	22-6-2022	R	D36+HopU1	MM117	MM116_117	0.400	16	3	16000	1	16000	1600000	3200000	6666667					
0	22-6-2022	R	D36+HopU1	MM117	MM116_117	0.400	22	3	22000	1	22000	2200000	4400000	9166667					
0	22-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
0	22-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	22	3	22000	1	22000	2200000	4400000	9166667					
0	22-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
0	22-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	13	3	13000	1	13000	1300000	2600000	5416667					
0	22-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
0	22-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
0	22-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	0	3	0	1	0	0	0	0					
0	22-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	22	3	22000	1	22000	2200000	4400000	9166667					
0	22-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	18	3	18000	1	18000	1800000	3600000	7500000					
0	22-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	7	3	7000	1	7000	700000	1400000	2916667					
0	22-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
0	22-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	8	3	8000	1	8000	800000	1600000	3333333					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	16	2	1600	1	1600	160000	320000	666667					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	24	2	2400	1	2400	240000	480000	1000000					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	16	2	1600	1	1600	160000	320000	666667					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	8	2	800	1	800	80000	160000	333333					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	16	2	1600	1	1600	160000	320000	666667					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	3	2	300	1	300	30000	60000	125000					
	25-6-2022	R	D37	MM0007	MM116_118	0.400	16	2	1600	2	3200	320000	640000	1333333					
2	24-6-2022	R	D36	MM0006	MM116_117	0.400	18	2	1600	2	3200	320000	640000	1333333					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	4	3	16000	1	16000	1600000	3200000	6666667					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	3	4	30000	1	30000	3000000	6000000	12500000					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	3	3	3000	1	3000	300000	600000	1250000					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	16	3	16000	1	16000	1600000	3200000	6666667					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	0	0	0	1	0	0	0	0					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	11	3	11000	1	11000	1100000	2200000	4583333					
2	24-6-2022	R	DC3000	MM0010	MM116_117	0.400	7	3	7000	1	7000	700000	1400000	2916667					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	19	2	1900	1	1900	190000	380000	791667					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	11	2	1100	1	1100	110000	220000	458333					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	23	2	2300	1	2300	230000	460000	958333					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	3	1	30	1	30	3000	6000	12500					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	21	2	2100	1	2100	210000	420000	875000					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	0	2	0	1	0	0	0	0					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	22	2	2200	1	2200	220000	440000	916667					
2	24-6-2022	R	D36+HopO1	MM116	MM116_117	0.400	9	2	900	1	900	90000	180000	375000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	15	2	1500	1	1500	150000	300000	625000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	11	2	1100	1	1100	110000	220000	458333					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	3	2	300	1	300	30000	60000	125000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	3	2	300	1	300	30000	60000	125000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	15	2	1500	1	1500	150000	300000	625000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	12	2	1200	1	1200	120000	240000	500000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	9	2	900	1	900	90000	180000	375000					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	7	2	700	1	700	70000	140000	291667					
2	24-6-2022	R	D36+HopQ1	MM117	MM116_117	0.400	17	2	1700	1	1700	170000	340000	708333					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	9	2	900	1	900	90000	180000	375000					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	4	2	400	1	400	40000	80000	166667					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	7	2	700	1	700	70000	140000	291667					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	18	2	1800	1	1800	180000	360000	750000					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	6	2	600	1	600	60000	120000	250000					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	20	2	2000	1	2000	200000	400000	833333					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	9	2	900	1	900	90000	180000	375000					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	7	2	700	1	700	70000	140000	291667					
2	24-6-2022	R	D36	MM0006	dCEL_hrcC-	0.400	10	2	1000	1	1000	100000	200000	416667					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	6	4	60000	1	60000	6000000	12000000	25000000					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	10	4	100000	1	100000	10000000	20000000	41666667					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	5	4	50000	1	50000	5000000	10000000	20833333					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	10	3	10000	1	10000	1000000	2000000	4166667					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	25	3	25000	1	25000	2500000	5000000	10416667					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	25	3	25000	1	25000	2500000	5000000	10416667					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	12	0	12	1	12	1200	2400	5000					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	7	4	70000	1	70000	7000000	14000000	29166667					
2	24-6-2022	R	DC3000	MM0010	dCEL_hrcC-	0.400	5	3	5000	1	5000	500000	1000000	2083333					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	9	3	9000	1	9000	900000	1800000	3750000					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	14	4	140000	1	140000	14000000	28000000	58333333					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	6	2	600	1	600	60000	120000	250000					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	15	3	15000	1	15000	1500000	3000000	6250000					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	9	3	9000	1	9000	900000	1800000	3750000					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	8	3	8000	1	8000	800000	1600000	3333333					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	17	3	17000	1	17000	1700000	3400000	7083333					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	14	3	14000	1	14000	1400000	2800000	5833333					
2	24-6-2022	R	dCEL	MM0009	dCEL_hrcC-	0.400	7	2	700	1	700	70000	140000	291667					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	17	2	1700	1	1700	170000	340000	708333					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	8	2	800	1	800	80000	160000	333333					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	8	2	800	1	800	80000	160000	333333					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	15	2	1500	1	1500	150000	300000	625000					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	13	2	1300	1	1300	130000	260000	541667					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	9	2	900	1	900	90000	180000	375000					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	15	2	1500	1	1500	150000	300000	625000					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	22	2	2200	1	2200	220000	440000	916667					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	8	2	800	1	800	80000	160000	333333					
2	24-6-2022	R	hrcC-	MM0008	dCEL_hrcC-	0.400	10	2	1000	1	1000	100000	200000	416667					
